sale_type,sold_date,property_type,address,city,state_or_province,zip_code,price,beds,baths,location,sq_feet,lot_size,yr_built,days_on_mkt,price_per_sq_foot,hoa_per_month,status,next_open_house_start_time,next_open_house_end_time,url,source,mls_num,favorite,interested,latitude,longitude
MLS Listing,,Condo/Co-op,1097 Green St #6,San Francisco,CA,94133,1050000,1,1.0,Russian Hill,,,1910,7,,550,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1097-Green-St-94133/unit-6/home/2032953,San Francisco MLS,483834,N,Y,37.7982252,-122.4169209
MLS Listing,,Condo/Co-op,904 Filbert,San Francisco,CA,94133,3000000,2,2.5,Russian Hill,,,,7,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/904-Filbert-St-94133/home/163158735,San Francisco MLS,483862,N,Y,37.8008355,-122.414555
MLS Listing,,Multi-Family (2-4 Unit),33 Stone St,San Francisco,CA,94108,988000,7,,Nob Hill,3300,1467,1913,7,299,,Active,,,http://www.redfin.com/CA/San-Francisco/33-Stone-St-94108/home/1803627,San Francisco MLS,483861,N,Y,37.7952102,-122.4093823
MLS Listing,,Multi-Family (2-4 Unit),27-29 Stone St,San Francisco,CA,94108,1488000,5,2.5,Nob Hill,2567,1197,1965,7,580,,Active,,,http://www.redfin.com/CA/San-Francisco/27-Stone-St-94108/home/1594094,San Francisco MLS,483859,N,Y,37.7951499,-122.40937
MLS Listing,,Condo/Co-op,1231 Francisco St,San Francisco,CA,94123,1600000,3,1.5,Marina,1405,,1923,7,1139,919,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1231-Francisco-St-94123/home/12354287,San Francisco MLS,482476,N,Y,37.8028514,-122.4255792
MLS Listing,,Condo/Co-op,4282 22nd St,San Francisco,CA,94114,1099000,3,1.0,Noe Valley,,,1908,7,,264,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/4282-22nd-St-94114/home/1956947,San Francisco MLS,483845,N,Y,37.754333,-122.440721
MLS Listing,,Single Family Residential,306 Stratford Dr,SAN FRANCISCO,CA,94132,1598000,4,3.5,SAN FRANCISCO,2059,3419,1941,8,776,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/306-Stratford-Dr-94132/home/889522,MLSListings,ML81747960,N,Y,37.7197117,-122.4738131
MLS Listing,,Single Family Residential,371 Wawona St,San Francisco,CA,94127,1495000,2,1.0,West Portal,,2953,1924,8,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/371-Wawona-St-94127/home/1960277,San Francisco MLS,483143,N,Y,37.7375631,-122.4704964
MLS Listing,,Single Family Residential,757 39th Ave,San Francisco,CA,94121,1268000,4,3.0,Outer Richmond,1605,2996,1924,8,790,,Active,April-28-2019 02:00 PM,April-28-2019 05:00 PM,http://www.redfin.com/CA/San-Francisco/757-39th-Ave-94121/home/1668810,San Francisco MLS,483803,N,Y,37.7744837,-122.4995912
MLS Listing,,Condo/Co-op,189 College Ave #1,San Francisco,CA,94112,580000,1,1.0,Bernal Heights,840,,1910,8,690,305,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/189-College-Ave-94112/unit-1/home/1945278,San Francisco MLS,483841,N,Y,37.7354627,-122.4252907
MLS Listing,,Single Family Residential,188 Guttenberg St,San Francisco,CA,94112,875000,3,1.0,Crocker Amazon,1188,2103,1923,9,737,,Active,,,http://www.redfin.com/CA/San-Francisco/188-Guttenberg-St-94112/home/796066,San Francisco MLS,483762,N,Y,37.7106608,-122.4435943
MLS Listing,,Condo/Co-op,1165 Filbert St,San Francisco,CA,94109,2197000,3,2.0,Russian Hill,,,1908,9,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1165-Filbert-St-94109/unit-262/home/540786,San Francisco MLS,483815,N,Y,37.7999449,-122.4185606
MLS Listing,,Condo/Co-op,1402 Post St Unit D,San Francisco,CA,94109,1879000,3,2.5,Lower Pacific Height,1686,,1900,9,1114,793,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1402-Post-St-94109/unit-D/home/1817926,San Francisco MLS,483833,N,Y,37.7863449,-122.4252204
MLS Listing,,Multi-Family (2-4 Unit),1166 1168A Potrero Ave,San Francisco,CA,94110,1595000,8,3.0,Inner Mission,4074,2500,1904,9,392,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1168-Potrero-Ave-94110/home/162744534,San Francisco MLS,483827,N,Y,37.7534816,-122.4064608
MLS Listing,,Condo/Co-op,45 Bartlett St #410,San Francisco,CA,94110,1175000,2,2.0,Inner Mission,925,,2014,9,1270,697,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-410/home/109687082,San Francisco MLS,483423,N,Y,37.7559364,-122.419286
MLS Listing,,Condo/Co-op,606 Sanchez St,San Francisco,CA,94114,1395000,2,2.0,Eureka Valley/Dolore,1296,,1969,9,1076,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/606-Sanchez-St-94114/home/918992,San Francisco MLS,483574,N,Y,37.759253,-122.430717
MLS Listing,,Multi-Family (5+ Unit),181 Bartlett St,San Francisco,CA,94110,5500000,8,,Inner Mission,11880,5000,1910,9,463,,Active,May-1-2019 11:30 AM,May-1-2019 12:15 PM,http://www.redfin.com/CA/San-Francisco/181-Bartlett-St-94110/home/2034324,San Francisco MLS,483819,N,Y,37.7541748,-122.419539
MLS Listing,,Single Family Residential,1808 Filbert St,San Francisco,CA,94123,4195000,4,3.5,Cow Hollow,2990,2500,1925,9,1403,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1808-Filbert-St-94123/home/1287789,San Francisco MLS,483711,N,Y,37.7990496,-122.4294371
MLS Listing,,Condo/Co-op,1388 Gough St #1106,San Francisco,CA,94109,1190000,2,2.0,Van Ness/Civic Center,1290,,1993,9,922,1291,Active,April-28-2019 01:30 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-1106/home/1419066,San Francisco MLS,483787,N,Y,37.7858964,-122.4244491
MLS Listing,,Single Family Residential,730 Russia Ave,San Francisco,CA,94112,998000,3,2.0,Excelsior,1428,2500,1908,9,699,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/730-Russia-Ave-94112/home/888014,San Francisco MLS,483818,N,Y,37.718481,-122.431212
MLS Listing,,Condo/Co-op,420 N Mission Bay Blvd #103,San Francisco,CA,94158,1838000,2,2.5,Mission Bay,1641,,2012,9,1120,858,Active,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-103/home/40626067,San Francisco MLS,483785,N,Y,37.7715936,-122.3885893
MLS Listing,,Condo/Co-op,3984 26th St,San Francisco,CA,94131,1299000,2,1.0,Noe Valley,1446,,1900,9,898,250,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3984-26th-St-94131/home/997863,San Francisco MLS,483797,N,Y,37.748636,-122.428902
MLS Listing,,Single Family Residential,2855 34th Ave,San Francisco,CA,94116,2195000,4,4.5,Pine Lake Park,2347,3998,1928,9,935,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2855-34th-Ave-94116/home/2021687,San Francisco MLS,483810,N,Y,37.7346144,-122.4915445
MLS Listing,,Condo/Co-op,1377 Post St #302,San Francisco,CA,94109,1259000,3,2.5,Van Ness/Civic Center,1471,,1993,9,856,1473,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1377-Post-St-94109/unit-302/home/1788102,San Francisco MLS,483698,N,Y,37.7858964,-122.4244491
MLS Listing,,Condo/Co-op,66 Cleary Ct #501,San Francisco,CA,94109,1030000,3,2.0,Western Addition,1078,,1963,9,955,940,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-501/home/1798194,San Francisco MLS,483777,N,Y,37.7843846,-122.4269748
MLS Listing,,Single Family Residential,1360 Wayland St,SAN FRANCISCO,CA,94134,1498000,4,2.0,SAN FRANCISCO,2262,2500,1981,9,662,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1360-Wayland-St-94134/home/1158822,MLSListings,ML81747744,N,Y,37.7233423,-122.4156454
MLS Listing,,Single Family Residential,200 Glenview Dr,San Francisco,CA,94131,1249500,3,2.0,Midtown Terrace,1525,3049,1958,9,819,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/200-Glenview-Dr-94131/home/1790538,San Francisco MLS,482230,N,Y,37.7483743,-122.4470311
MLS Listing,,Single Family Residential,1626 Dolores St,San Francisco,CA,94110,1995000,2,2.0,Noe Valley,1430,2848,1900,9,1395,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1626-Dolores-St-94110/home/1891125,San Francisco MLS,483795,N,Y,37.743377,-122.42475
MLS Listing,,Condo/Co-op,529 Kirkham St,San Francisco,CA,94122,995000,3,1.0,Inner Sunset,1364,,1909,9,729,75,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/529-Kirkham-St-94122/home/1883812,San Francisco MLS,479919,N,Y,37.7600336,-122.4667412
MLS Listing,,Single Family Residential,2639 17th Ave,San Francisco,CA,94116,1395000,3,2.0,Inner Parkside,1758,2996,1932,9,794,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2639-17th-Ave-94116/home/982746,San Francisco MLS,483794,N,Y,37.738625,-122.473567
MLS Listing,,Condo/Co-op,1725 Hyde #6,San Francisco,CA,94109,1200000,2,2.0,Russian Hill,,,,9,,283,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1725-Hyde-St-94109/unit-6/home/102813460,San Francisco MLS,483779,N,Y,37.796716,-122.4187995
MLS Listing,,Single Family Residential,478 Anderson St,San Francisco,CA,94110,1995000,4,4.0,Bernal Heights,2016,1751,,9,990,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/478-Anderson-St-94110/home/765195,San Francisco MLS,483750,N,Y,37.737457,-122.4155016
MLS Listing,,Condo/Co-op,,San Francisco,CA,94110,119900000,1,2.0,,800,4000,,9,149875,600,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94110/home/853178,BAREIS,21908766,N,Y,37.7640877,-122.4108277
MLS Listing,,Condo/Co-op,88 King St #815,San Francisco,CA,94107,1399000,2,2.0,South Beach,1165,,2000,9,1201,1039,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-815/home/1399221,San Francisco MLS,483344,N,Y,37.7806302,-122.3896249
MLS Listing,,Condo/Co-op,4674 18th St Unit A,San Francisco,CA,94114,1398000,3,2.0,Eureka Valley/Dolore,1300,,1912,9,1075,250,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/4674-18th-St-94114/unit-A/home/162654574,San Francisco MLS,483675,N,Y,37.760618,-122.442889
MLS Listing,,Single Family Residential,2511 28th Ave,San Francisco,CA,94116,1249000,3,2.0,Parkside,1970,2250,1927,9,634,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2511-28th-Ave-94116/home/1183119,San Francisco MLS,483345,N,Y,37.7404722,-122.4854317
MLS Listing,,Single Family Residential,36 White St,San Francisco,CA,94109,1595000,2,1.0,Russian Hill,,1123,1909,10,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/36-White-St-94109/home/1474373,San Francisco MLS,483789,N,Y,37.7977579,-122.4195279
MLS Listing,,Single Family Residential,285 32nd Ave,San Francisco,CA,94121,1995000,2,2.0,Sea Cliff,1539,2343,1938,10,1296,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/285-32nd-Ave-94121/home/1278759,San Francisco MLS,483745,N,Y,37.783838,-122.4927825
MLS Listing,,Single Family Residential,35 Keystone Way,San Francisco,CA,94127,2398000,4,5.0,Mount Davidson Manor,2429,3036,1928,10,987,,Active,April-28-2019 02:00 PM,April-28-2019 04:30 PM,http://www.redfin.com/CA/San-Francisco/35-Keystone-Way-94127/home/701904,San Francisco MLS,483786,N,Y,37.7264032,-122.4628456
MLS Listing,,Condo/Co-op,4674 18th St,San Francisco,CA,94114,1198000,2,1.0,Eureka Valley/Dolore,1115,,1912,10,1074,250,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/4674-18th-St-94114/home/1970189,San Francisco MLS,483670,N,Y,37.760618,-122.442889
MLS Listing,,Condo/Co-op,470 Clementina St #302,San Francisco,CA,94103,649000,1,1.0,South of Market,600,,2005,10,1082,301,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/470-Clementina-St-94103/unit-302/home/919574,San Francisco MLS,483703,N,Y,37.7795708,-122.4056429
MLS Listing,,Single Family Residential,591 18Th Ave,San Francisco,CA,94121,2690000,4,4.5,Richmond Dist,2739,2060,1911,10,982,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/591-18th-Ave-94121/home/615606,Bridge MLS,40861673,N,Y,37.7768563,-122.4771739
MLS Listing,,Single Family Residential,83 Sunview Dr,San Francisco,CA,94131,995000,2,1.0,Midtown Terrace,978,3236,1957,10,1017,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/83-Sunview-Dr-94131/home/679576,San Francisco MLS,483784,N,Y,37.7474318,-122.4456069
MLS Listing,,Condo/Co-op,870 Harrison St #203,San Francisco,CA,94107,695000,1,1.0,Yerba Buena,,,,10,,598,Active,April-28-2019 12:00 PM,April-28-2019 02:00 PM,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-203/home/109315432,San Francisco MLS,483780,N,Y,37.7797425,-122.4013573
MLS Listing,,Condo/Co-op,1130 Eddy St Unit A,San Francisco,CA,94109,849000,2,2.0,Western Addition,779,,1992,10,1090,441,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1130-Eddy-St-94109/unit-A/home/1958969,San Francisco MLS,482432,N,Y,37.7823549,-122.4264409
MLS Listing,,Condo/Co-op,656 Hayes St,San Francisco,CA,94102,1249000,2,2.0,Hayes Valley,1427,,1982,10,875,220,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/656-Hayes-St-94102/home/852352,San Francisco MLS,483763,N,Y,37.776527,-122.427257
MLS Listing,,Single Family Residential,1487 Underwood Ave,San Francisco,CA,94124,950000,5,2.0,Bayview,1488,2500,1932,10,638,,Active,May-5-2019 01:00 PM,May-5-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1487-Underwood-Ave-94124/home/1132153,San Francisco MLS,483746,N,Y,37.7284356,-122.3898467
MLS Listing,,Single Family Residential,375 Oxford St,San Francisco,CA,94134,998000,3,1.0,Portola,1200,1750,1946,10,832,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/375-Oxford-St-94134/home/1065303,San Francisco MLS,483760,N,Y,37.7253297,-122.4188753
MLS Listing,,Condo/Co-op,1067 Natoma St,San Francisco,CA,94103,1195000,3,2.0,South of Market,1604,,1906,10,745,200,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1067-Natoma-St-94103/home/2021963,San Francisco MLS,482813,N,Y,37.7727106,-122.4169933
MLS Listing,,Condo/Co-op,355 1st St #2704,San Francisco,CA,94105,2125000,2,2.0,South Beach,1408,,2004,10,1509,987,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-2704/home/162596895,San Francisco MLS,483756,N,Y,37.7868803,-122.3934978
MLS Listing,,Single Family Residential,159 Sadowa St,San Francisco,CA,94112,1380000,4,2.0,Oceanview,2250,3125,1908,10,613,,Active,,,http://www.redfin.com/CA/San-Francisco/159-Sadowa-St-94112/home/1607771,San Francisco MLS,483716,N,Y,37.712151,-122.4578479
MLS Listing,,Condo/Co-op,1800 Turk St #203,San Francisco,CA,94115,849000,2,1.0,Anza Vista,963,,1991,10,882,488,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1800-Turk-St-94115/unit-203/home/1000288,San Francisco MLS,483627,N,Y,37.7797813,-122.4390615
MLS Listing,,Condo/Co-op,45 Bartlett St #605,San Francisco,CA,94110,1315000,2,1.0,Inner Mission,937,,2014,10,1403,699,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-605/home/109464629,San Francisco MLS,483735,N,Y,37.7559364,-122.419286
MLS Listing,,Condo/Co-op,888 7th St Unit LL-52,San Francisco,CA,94107,788000,1,1.5,Potrero Hill,695,,2007,10,1134,425,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-LL-52/home/17306345,San Francisco MLS,483367,N,Y,37.7703795,-122.4010623
MLS Listing,,Condo/Co-op,54 Harriet St #2,San Francisco,CA,94103,985000,2,1.5,South of Market,1044,,1999,10,943,433,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/54-Harriet-St-94103/unit-2/home/102816949,San Francisco MLS,483659,N,Y,37.7785617,-122.4070613
MLS Listing,,Condo/Co-op,1850 Turk St #102,San Francisco,CA,94115,1495000,2,2.0,Anza Vista,1688,,1997,10,886,651,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1850-Turk-St-94115/unit-102/home/1154310,San Francisco MLS,483749,N,Y,37.7798176,-122.4397024
MLS Listing,,Condo/Co-op,401 Harrison St Unit 40A,San Francisco,CA,94105,1795000,2,2.0,South Beach,840,,2014,10,2137,1239,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-40A/home/144064318,San Francisco MLS,483737,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,4121 19th Ave,San Francisco,CA,94132,899000,2,1.0,Ingleside Heights,1200,1912,1948,11,749,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/4121-19th-Ave-94132/home/2014880,San Francisco MLS,483748,N,Y,37.7139634,-122.4697447
MLS Listing,,Multi-Family (2-4 Unit),674 Broadway,San Francisco,CA,94133,2950000,,,Financial District,5910,3162,,11,499,,Active,,,http://www.redfin.com/CA/San-Francisco/674-Broadway-94133/home/162516065,San Francisco MLS,483747,N,Y,37.797814,-122.408194
MLS Listing,,Single Family Residential,1917 Judah St,San Francisco,CA,94122,999998,2,1.5,Central Sunset,1000,2495,1923,11,1000,,Active,May-5-2019 02:00 PM,May-5-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1917-Judah-St-94122/home/630068,San Francisco MLS,483709,N,Y,37.7612751,-122.482845
MLS Listing,,Condo/Co-op,264 5th Ave,San Francisco,CA,94131,1195000,3,2.0,Inner Richmond,1379,,1988,11,867,150,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/264-5th-Ave-94118/unit-3/home/12277485,San Francisco MLS,483727,N,Y,37.7837003,-122.4630739
MLS Listing,,Condo/Co-op,325 China Basin St #106,San Francisco,CA,94158,1249000,2,2.0,Mission Bay,1175,,2008,11,1063,910,Active,,,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-106/home/23424485,San Francisco MLS,483294,N,Y,37.771662,-122.3874533
MLS Listing,,Condo/Co-op,567 Vallejo St #301,San Francisco,CA,94133,2500000,3,3.0,Telegraph Hill,2139,,2009,11,1169,833,Active,April-28-2019 03:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/567-Vallejo-St-94133/unit-301/home/21477107,San Francisco MLS,483656,N,Y,37.7986717,-122.4065621
MLS Listing,,Condo/Co-op,488 Folsom St #3806,San Francisco,CA,94105,2675000,2,2.0,South Beach,1249,,2019,11,2142,1635,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-3806/home/162472673,San Francisco MLS,483721,N,Y,37.7875742,-122.3942618
MLS Listing,,Condo/Co-op,488 Folsom St #4704,San Francisco,CA,94105,2180000,1,1.5,South Beach,987,,2019,11,2209,1559,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4704/home/162472307,San Francisco MLS,483732,N,Y,37.7875742,-122.3942618
MLS Listing,,Condo/Co-op,488 Folsom #5001,San Francisco,CA,94105,5215000,3,3.0,South Beach,2159,,2019,11,2415,1898,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-5001/home/162470862,San Francisco MLS,481196,N,Y,37.7875742,-122.3942618
MLS Listing,,Single Family Residential,2166 19th Ave,San Francisco,CA,94116,788000,3,1.0,Inner Parkside,1520,2060,1926,11,518,,Active,,,http://www.redfin.com/CA/San-Francisco/2166-19th-Ave-94116/home/1636629,San Francisco MLS,483726,N,Y,37.7474343,-122.4757036
MLS Listing,,Single Family Residential,626 41st Ave,San Francisco,CA,94121,1395000,5,3.0,Outer Richmond,2290,2996,1923,11,609,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/626-41st-Ave-94121/home/2016057,San Francisco MLS,483724,N,Y,37.7768363,-122.5014923
MLS Listing,,Condo/Co-op,2957 23rd St,San Francisco,CA,94110,1449000,3,2.5,Inner Mission,1465,,1900,11,989,400,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2957-23rd-St-94110/home/148072413,San Francisco MLS,483701,N,Y,37.7540473,-122.4113534
MLS Listing,,Multi-Family (5+ Unit),277-279 Columbus,San Francisco,CA,94133,3500000,4,,Financial District,7319,1668,1907,11,478,,Active,April-30-2019 10:00 AM,April-30-2019 11:00 AM,http://www.redfin.com/CA/San-Francisco/277-Columbus-Ave-94133/home/40293578,San Francisco MLS,483707,N,Y,37.7976319,-122.4066892
MLS Listing,,Condo/Co-op,1106 A Shotwell St,San Francisco,CA,94110,824500,1,1.0,Inner Mission,735,,1908,11,1122,299,Active,,,http://www.redfin.com/CA/San-Francisco/1106A-Shotwell-St-94110/home/162437907,San Francisco MLS,483630,N,Y,37.750605,-122.4152182
MLS Listing,,Condo/Co-op,99 Rausch St #616,San Francisco,CA,94103,1299000,2,2.0,South of Market,928,,2018,11,1400,752,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-616/home/162432112,San Francisco MLS,483693,N,Y,37.7761989,-122.4090638
MLS Listing,,Single Family Residential,319 Hearst Ave,San Francisco,CA,94112,895000,3,2.0,Sunnyside,,2809,1924,11,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/319-Hearst-Ave-94112/home/1653353,San Francisco MLS,483692,N,Y,37.7305523,-122.4448881
MLS Listing,,Multi-Family (2-4 Unit),1646-1648 10th Ave,San Francisco,CA,94122,2390000,7,5.0,Inner Sunset,3621,3000,1987,11,660,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1646-10th-Ave-94122/home/1872895,San Francisco MLS,483635,N,Y,37.75752,-122.466601
MLS Listing,,Multi-Family (2-4 Unit),3233 24th St,San Francisco,CA,94110,1995000,3,1.0,Inner Mission,2805,1820,1900,12,711,,Active,April-30-2019 02:30 PM,April-30-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3233-24th-St-94110/home/162341074,San Francisco MLS,483549,N,Y,37.7521554,-122.4169979
MLS Listing,,Condo/Co-op,555 Fulton St #232,San Francisco,CA,94102,1549000,2,2.0,Hayes Valley,1171,,,12,1323,606,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-232/home/104464111,San Francisco MLS,483665,N,Y,37.7781581,-122.4261091
MLS Listing,,Single Family Residential,3230 Jennings St,San Francisco,CA,94124,850000,3,1.0,Bayview Heights,1400,2247,1911,12,607,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3230-Jennings-St-94124/home/2034499,San Francisco MLS,483640,N,Y,37.7198808,-122.3954118
MLS Listing,,Condo/Co-op,88 King St #1308,San Francisco,CA,94107,1795000,3,2.0,South Beach,1412,,2000,12,1271,1069,Active,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-1308/home/12397441,San Francisco MLS,483628,N,Y,37.7806302,-122.3896249
MLS Listing,,Condo/Co-op,338 Main St Unit 35C,San Francisco,CA,94105,3250000,2,2.0,South Beach,1491,,,12,2180,1232,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-35C/home/162265017,San Francisco MLS,483598,N,Y,37.7888208,-122.3912963
MLS Listing,,Condo/Co-op,1330 Stevenson St Unit C203,San Francisco,CA,94103,699000,2,1.0,South of Market,731,,1997,12,956,481,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1330-Stevenson-St-94103/unit-C203/home/1783233,San Francisco MLS,480170,N,Y,37.771152,-122.4220593
MLS Listing,,Other,3801 Mission,SAN FRANCISCO,CA,94110,2498000,6,,SAN FRANCISCO,3480,2495,1906,13,718,,Active,,,http://www.redfin.com/CA/San-Francisco/3801-Mission-St-94110/home/1140986,MLSListings,ML81747255,N,Y,37.7359381,-122.4242288
MLS Listing,,Single Family Residential,340 Warren Dr,San Francisco,CA,94131,1930000,3,3.0,Forest Knolls,1800,3972,1978,13,1072,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/340-Warren-Dr-94131/home/677231,San Francisco MLS,483558,N,Y,37.7557735,-122.4611981
MLS Listing,,Condo/Co-op,818 Van Ness Ave #707,San Francisco,CA,94109,949000,1,2.0,Van Ness/Civic Center,802,,2008,13,1183,580,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-707/home/40138058,San Francisco MLS,483618,N,Y,37.7832423,-122.4204784
MLS Listing,,Condo/Co-op,1177 California #729,San Francisco,CA,94108,995000,1,1.5,San Francisco,870,31664,1978,13,,1390,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-729/home/1865148,MetroList,19023686,N,Y,37.7910262,-122.4136476
