sale_type,sold_date,property_type,address,city,state_or_province,zip_code,price,beds,baths,location,sq_feet,lot_size,yr_built,days_on_mkt,price_per_sq_foot,hoa_per_month,status,next_open_house_start_time,next_open_house_end_time,url,source,mls_num,favorite,interested,latitude,longitude
MLS Listing,,Multi-Family (2-4 Unit),1624-1630 Washington St,San Francisco,CA,94109,3350000,,,Nob Hill,8380,,,13,400,,Active,,,http://www.redfin.com/CA/San-Francisco/1624-Washington-St-94109/home/1287997,San Francisco MLS,483596,N,Y,37.7936309,-122.420159
MLS Listing,,Multi-Family (5+ Unit),1795 Ofarrell St,San Francisco,CA,94115,5795000,19,,Western Addition,13500,4996,1925,13,429,,Active,,,http://www.redfin.com/CA/San-Francisco/1795-O-Farrell-St-94115/home/1451387,San Francisco MLS,483412,N,Y,37.7828694,-122.4341537
MLS Listing,,Single Family Residential,1406 Thomas Ave,San Francisco,CA,94124,1195000,3,2.5,Bayview,1363,1873,1923,13,877,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1406-Thomas-Ave-94124/home/1950496,San Francisco MLS,483597,N,Y,37.7285316,-122.3876227
MLS Listing,,Condo/Co-op,1 Crescent Way #1215,San Francisco,CA,94134,799000,2,2.0,Candlestick Point,1337,,2001,13,598,610,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1215/home/1355533,San Francisco MLS,483498,N,Y,37.7108396,-122.3901806
MLS Listing,,Condo/Co-op,380 10th St #16,San Francisco,CA,94103,1150000,1,1.5,South of Market,1258,,2004,13,914,613,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/380-10th-St-94103/unit-16/home/868536,San Francisco MLS,483293,N,Y,37.7716538,-122.411809
MLS Listing,,Condo/Co-op,100 Southern Heights Ave,San Francisco,CA,94107,3795000,4,3.5,Potrero Hill,2907,,2017,13,1305,700,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/100-Southern-Heights-Ave-94107/home/162193611,San Francisco MLS,483587,N,Y,37.7581361,-122.4010008
MLS Listing,,Multi-Family (2-4 Unit),3417-3419 16th St,San Francisco,CA,94114,3500000,3,2.0,Eureka Valley/Dolore,,2565,1904,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/3417-16th-St-94114/home/162151022,San Francisco MLS,483589,N,Y,37.7642282,-122.4295269
MLS Listing,,Single Family Residential,1331 Folsom St,San Francisco,CA,94103,4000000,2,4.0,South of Market,,2375,1907,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/1331-Folsom-St-94103/home/2034266,San Francisco MLS,483583,N,Y,37.7733092,-122.4117959
MLS Listing,,Single Family Residential,427 Harkness Ave,San Francisco,CA,94134,1188000,4,2.0,Visitacion Valley,2010,2495,1972,14,591,,Active,,,http://www.redfin.com/CA/San-Francisco/427-Harkness-Ave-94134/home/2009176,San Francisco MLS,483579,N,Y,37.7179809,-122.4057227
MLS Listing,,Condo/Co-op,99 Rausch St #319,San Francisco,CA,94103,1299000,2,2.0,South of Market,947,,2018,14,1372,758,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-319/home/162007344,San Francisco MLS,483577,N,Y,37.7761989,-122.4090638
MLS Listing,,Condo/Co-op,1117 Ocean Ave #308,San Francisco,CA,94112,1359000,3,2.5,Ingleside,1450,,,15,937,684,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1117-Ocean-Ave-94112/unit-308/home/12278050,San Francisco MLS,483570,N,Y,37.723237,-122.4545155
MLS Listing,,Condo/Co-op,900 Filbert,San Francisco,CA,94133,2599000,2,2.5,Russian Hill,,,,15,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Filbert-St-94133/home/148073841,San Francisco MLS,483566,N,Y,37.8009111,-122.414505
MLS Listing,,Single Family Residential,1207 Palou Ave,San Francisco,CA,94124,799000,2,1.0,Bayview,1162,2996,1954,16,688,,Active,,,http://www.redfin.com/CA/San-Francisco/1207-Palou-Ave-94124/home/737976,San Francisco MLS,483543,N,Y,37.7297381,-122.3837833
MLS Listing,,Single Family Residential,170 Palo Alto Ave,San Francisco,CA,94114,2795000,4,3.0,Clarendon Heights,2683,6246,1949,16,1042,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/170-Palo-Alto-Ave-94114/home/1462626,San Francisco MLS,483544,N,Y,37.756996,-122.449991
MLS Listing,,Single Family Residential,1742 34th Ave,San Francisco,CA,94122,1780000,4,4.0,Central Sunset,1900,2962,1940,16,937,,Active,April-28-2019 01:30 PM,April-28-2019 04:30 PM,http://www.redfin.com/CA/San-Francisco/1742-34th-Ave-94122/home/643606,San Francisco MLS,483548,N,Y,37.7546037,-122.4923844
MLS Listing,,Multi-Family (5+ Unit),90 Alhambra St,San Francisco,CA,94123,10750000,9,,Marina,13944,5575,1927,16,771,,Active,,,http://www.redfin.com/CA/San-Francisco/90-Alhambra-St-94123/home/1235462,San Francisco MLS,483382,N,Y,37.8028155,-122.4380095
MLS Listing,,Condo/Co-op,1509 Noriega St,San Francisco,CA,94122,930000,2,1.0,Central Sunset,,,1953,16,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1509-Noriega-St-94122/home/1022763,San Francisco MLS,483535,N,Y,37.7538656,-122.4799488
MLS Listing,,Condo/Co-op,1511 Noriega St,San Francisco,CA,94122,965000,2,1.0,Central Sunset,,,1953,16,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1511-Noriega-St-94122/home/161649201,San Francisco MLS,483536,N,Y,37.7539477,-122.4799952
MLS Listing,,Multi-Family (5+ Unit),1624 Sacramento,San Francisco,CA,94109,12300000,38,,Nob Hill,19212,6385,1908,16,640,,Active,,,http://www.redfin.com/CA/San-Francisco/1624-Sacramento-St-94109/home/1374636,San Francisco MLS,483532,N,Y,37.791885,-122.419955
MLS Listing,,Townhouse,527 Donahue St,San Francisco,CA,94124,849000,2,2.0,Hunters Point,,,2016,16,,281,Active,,,http://www.redfin.com/CA/San-Francisco/527-Donahue-St-94124/home/109315283,San Francisco MLS,483518,N,Y,37.7284347,-122.3703314
MLS Listing,,Multi-Family (5+ Unit),423-433 South Van Ness Ave,San Francisco,CA,94103,4800000,9,,Inner Mission,10568,7500,1900,16,454,,Active,,,http://www.redfin.com/CA/San-Francisco/423-S-Van-Ness-Ave-94103/home/161627350,San Francisco MLS,483511,N,Y,37.7663559,-122.4172404
MLS Listing,,Condo/Co-op,1905 Laguna St #105,San Francisco,CA,94115,849000,1,1.0,Lower Pacific Height,768,,1924,16,1105,526,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1905-Laguna-St-94115/unit-105/home/571577,San Francisco MLS,483523,N,Y,37.7887184,-122.4290363
MLS Listing,,Single Family Residential,139 Grand View Ave,San Francisco,CA,94114,4995000,6,4.5,Eureka Valley/Dolore,4265,3449,2019,16,1171,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/139-Grand-View-Ave-94114/home/1174976,San Francisco MLS,483135,N,Y,37.7558968,-122.4398453
MLS Listing,,Single Family Residential,22 Portola Dr,San Francisco,CA,94131,2495000,4,3.5,Twin Peaks,3029,1751,1948,16,824,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/22-Portola-Dr-94131/home/1462758,San Francisco MLS,483361,N,Y,37.750187,-122.4440034
MLS Listing,,Single Family Residential,1709 Gough St,San Francisco,CA,94109,4400000,4,3.5,Lower Pacific Height,3085,3023,1885,16,1426,,Active,,,http://www.redfin.com/CA/San-Francisco/1709-Gough-St-94109/home/891289,San Francisco MLS,483236,N,Y,37.7893933,-122.4258216
MLS Listing,,Condo/Co-op,1918 18th St,San Francisco,CA,94107,2295000,3,2.0,Potrero Hill,1713,,2019,16,1340,363,Active,,,http://www.redfin.com/CA/San-Francisco/1918-18th-St-94107/home/161619890,San Francisco MLS,483508,N,Y,37.7622709,-122.4017859
MLS Listing,,Single Family Residential,110 Edinburgh St,San Francisco,CA,94112,799000,3,1.0,Excelsior,1000,2500,1907,16,799,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/110-Edinburgh-St-94112/home/1801900,San Francisco MLS,483501,N,Y,37.7273427,-122.4276244
MLS Listing,,Condo/Co-op,44 Macondray Ln Unit 4E,San Francisco,CA,94133,1599000,2,2.0,Russian Hill,1053,,1980,16,1519,904,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/44-Macondray-Ln-94133/unit-4E/home/2015485,San Francisco MLS,482228,N,Y,37.7994931,-122.4148841
MLS Listing,,Vacant Land,00 Embarcadero,Kerens,TX,75144,50000,,,Baybridge Ph I,,28314,,16,,30,Active,,,http://www.redfin.com/TX/Kerens/Embarcadero-75144/home/148468419,HARMLS,13885054,N,Y,37.799263,-122.397673
MLS Listing,,Townhouse,154 Lombard St #66,San Francisco,CA,94111,1649500,3,2.5,North Waterfront,1828,,1975,16,902,1573,Active,April-28-2019 01:00 PM,April-28-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/154-Lombard-St-94111/unit-66/home/102815990,San Francisco MLS,483454,N,Y,37.8042533,-122.4038538
MLS Listing,,Single Family Residential,3352 Market St,San Francisco,CA,94114,2500000,4,3.0,Twin Peaks,2372,2674,1938,16,1054,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3352-Market-St-94114/home/673225,San Francisco MLS,482292,N,Y,37.7578025,-122.4436938
MLS Listing,,Single Family Residential,2122 14th Ave,San Francisco,CA,94116,2995000,6,4.5,Golden Gate Heights,,,,16,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2122-14th-Ave-94116/home/992555,San Francisco MLS,483401,N,Y,37.7484871,-122.4703527
MLS Listing,,Condo/Co-op,425 1st St #3303,San Francisco,CA,94105,1875000,2,2.0,South Beach,1278,,2008,16,1467,1105,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-3303/home/17305197,San Francisco MLS,483471,N,Y,37.7860625,-122.3921764
MLS Listing,,Multi-Family (2-4 Unit),1543-1549 Cabrillo St,San Francisco,CA,94118,1998000,4,4.0,Central Richmond,3550,2060,1921,16,563,,Active,April-28-2019 01:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1543-Cabrillo-St-94118/home/2010489,San Francisco MLS,483208,N,Y,37.7746958,-122.4754831
MLS Listing,,Condo/Co-op,1200 California St Unit 16A,San Francisco,CA,94109,1995000,1,1.0,Nob Hill,1450,,1962,17,1376,2099,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-16A/home/12400436,San Francisco MLS,483483,N,Y,37.7917486,-122.4144729
MLS Listing,,Single Family Residential,1900 22nd Ave,San Francisco,CA,94116,1195000,2,2.0,Parkside,1350,1750,1940,17,885,,Active,,,http://www.redfin.com/CA/San-Francisco/1900-22nd-Ave-94116/home/1685294,San Francisco MLS,483479,N,Y,37.7521236,-122.4793296
MLS Listing,,Condo/Co-op,301 Crescent Ct #3310,San Francisco,CA,94134,759000,2,2.0,Candlestick Point,1034,,2007,17,734,486,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3310/home/12402361,San Francisco MLS,483481,N,Y,37.7111771,-122.3880873
MLS Listing,,Single Family Residential,256 Waterville St,San Francisco,CA,94124,2300000,5,3.0,Silver Terrace,3467,7500,1922,17,663,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/256-Waterville-St-94124/home/1751877,San Francisco MLS,483429,N,Y,37.7316014,-122.4025256
MLS Listing,,Single Family Residential,226 Brookdale Ave,San Francisco,CA,94134,799000,2,1.0,Visitacion Valley,1040,2573,1956,17,768,,Active,,,http://www.redfin.com/CA/San-Francisco/226-Brookdale-Ave-94134/home/789787,San Francisco MLS,483464,N,Y,37.7104546,-122.4232444
MLS Listing,,Condo/Co-op,355 Buena Vista Ave E Unit 606W,San Francisco,CA,94117,1095000,1,1.0,Buena Vista Park,,,,17,,757,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-606W/home/49740304,San Francisco MLS,483320,N,Y,37.7671808,-122.4401329
MLS Listing,,Condo/Co-op,97 Henry St,San Francisco,CA,94114,799000,1,1.0,Duboce Triangle,,,1900,17,,275,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/97-Henry-St-94114/home/161494924,San Francisco MLS,483420,N,Y,37.7665673,-122.4330662
MLS Listing,,Single Family Residential,3520 Baker St,San Francisco,CA,94123,6749000,4,3.5,Marina,,,1928,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/3520-Baker-St-94123/home/1963819,San Francisco MLS,483465,N,Y,37.803629,-122.446757
MLS Listing,,Condo/Co-op,1421 Golden Gate Ave #1421,San Francisco,CA,94115,1595000,3,2.0,Alamo Square,1703,,1890,17,937,500,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1421-Golden-Gate-Ave-94115/unit-1421/home/2020974,San Francisco MLS,483467,N,Y,37.779057,-122.434088
MLS Listing,,Condo/Co-op,412 Murray,San Francisco,CA,94110,1395000,3,3.0,Bernal Heights,1541,,,17,905,360,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/412-Murray-St-94110/home/1576360,San Francisco MLS,483342,N,Y,37.735304,-122.4199279
MLS Listing,,Multi-Family (2-4 Unit),4323-4325 19th St,San Francisco,CA,94114,2395000,4,2.0,Eureka Valley/Dolore,2850,2748,1927,17,840,,Active,,,http://www.redfin.com/CA/San-Francisco/4323-19th-St-94114/home/1989555,San Francisco MLS,483373,N,Y,37.7588907,-122.437471
MLS Listing,,Single Family Residential,57 Theresa St,San Francisco,CA,94112,1299000,2,1.0,Mission Terrace,1100,2495,1925,17,1181,,Active,,,http://www.redfin.com/CA/San-Francisco/57-Theresa-St-94112/home/1815831,San Francisco MLS,483447,N,Y,37.728128,-122.433726
MLS Listing,,Multi-Family (2-4 Unit),317 A-C Cortland Ave,San Francisco,CA,94110,2690000,4,3.0,Bernal Heights,3759,1716,2010,17,716,,Active,,,http://www.redfin.com/CA/San-Francisco/317-Cortland-Ave-94110/home/39535608,San Francisco MLS,483448,N,Y,37.7393557,-122.4180789
MLS Listing,,Condo/Co-op,3450 18th St,San Francisco,CA,94110,779000,1,1.0,Inner Mission,,,1916,18,,291,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3450-18th-St-94110/home/17305320,San Francisco MLS,483430,N,Y,37.7619716,-122.4205197
MLS Listing,,Multi-Family (2-4 Unit),1401 Lyon St,San Francisco,CA,94115,1995000,4,3.0,Lower Pacific Height,3538,1533,,18,564,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1401-Lyon-St-94115/home/161475025,San Francisco MLS,483427,N,Y,37.7837785,-122.444868
MLS Listing,,Condo/Co-op,929 Bush St #2,San Francisco,CA,94109,549000,1,1.0,Downtown,,,1913,18,,333,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/929-Bush-St-94109/unit-2/home/28890155,San Francisco MLS,483399,N,Y,37.789482,-122.412592
MLS Listing,,Single Family Residential,2235 Ocean Ave,San Francisco,CA,94127,995000,4,2.5,Ingleside Terrace,,5489,1924,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/2235-Ocean-Ave-94127/home/1007291,San Francisco MLS,483393,N,Y,37.7281513,-122.4679315
MLS Listing,,Condo/Co-op,795 8th Ave #406,San Francisco,CA,94118,749000,1,1.0,Inner Richmond,672,,1922,18,1115,548,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/795-8th-Ave-94118/unit-406/home/1492964,San Francisco MLS,483227,N,Y,37.7736382,-122.4662528
MLS Listing,,Condo/Co-op,401 Harrison St Unit 27A,San Francisco,CA,94105,1134000,1,1.0,South Beach,840,,2014,18,1350,1178,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-27A/home/144064247,San Francisco MLS,483378,N,Y,37.7863747,-122.3919931
MLS Listing,,Multi-Family (2-4 Unit),776-782 Columbus Ave,San Francisco,CA,94133,1500000,6,,North Beach,2720,1481,1907,19,551,,Active,,,http://www.redfin.com/CA/San-Francisco/776-Columbus-Ave-94133/home/161445466,San Francisco MLS,483385,N,Y,37.8018559,-122.4121061
MLS Listing,,Condo/Co-op,1855 Broadway,San Francisco,CA,94109,2795000,3,3.0,Pacific Heights,2295,,1926,19,1218,450,Active,April-28-2019 01:00 PM,April-28-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/1855-Broadway-94109/home/17306962,San Francisco MLS,479534,N,Y,37.7950968,-122.4276621
MLS Listing,,Multi-Family (2-4 Unit),49-53 Guerrero St,San Francisco,CA,94103,4895000,,,Mission Dolores,6741,1999,1908,19,726,,Active,,,http://www.redfin.com/CA/San-Francisco/49-Guerrero-St-94103/home/145519573,San Francisco MLS,475567,N,Y,37.7701901,-122.4243616
MLS Listing,,Condo/Co-op,888 7th St #114,San Francisco,CA,94107,324574,0,1.0,Potrero Hill,495,,2007,19,656,374,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-114/home/22894592,San Francisco MLS,483036,N,Y,37.7703795,-122.4010623
MLS Listing,,Single Family Residential,73 Danton St,San Francisco,CA,94112,765000,2,1.0,Mission Terrace,960,2495,1930,19,797,,Active,,,http://www.redfin.com/CA/San-Francisco/73-Danton-St-94112/home/1440427,San Francisco MLS,481907,N,Y,37.7313335,-122.4322696
MLS Listing,,Multi-Family (2-4 Unit),614-616 Natoma St,San Francisco,CA,94103,4150000,14,9.5,South of Market,6014,1875,1906,19,690,,Active,,,http://www.redfin.com/CA/San-Francisco/614-Natoma-St-94103/home/1335192,San Francisco MLS,482401,N,Y,37.7781783,-122.4105094
MLS Listing,,Condo/Co-op,412 Bosworth St Unit A,San Francisco,CA,94112,2395000,5,4.5,SFO - San Francisco,3156,2970,2011,19,759,330,Active,April-28-2019 12:00 PM,April-28-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/412-Bosworth-St-94112/unit-A/home/40457306,CRMLS,DW19078760,N,Y,37.7334602,-122.4307434
MLS Listing,,Multi-Family (2-4 Unit),1538 48th Ave,SAN FRANCISCO,CA,94122,2100000,,,SAN FRANCISCO,4094,3000,1975,20,513,,Active,,,http://www.redfin.com/CA/San-Francisco/1538-48th-Ave-94122/home/933189,MLSListings,ML81746144,N,Y,37.7577179,-122.5075046
MLS Listing,,Condo/Co-op,72 Townsend St #506,San Francisco,CA,94107,1699000,2,2.0,South Beach,1176,,2015,20,1445,832,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-506/home/78024242,San Francisco MLS,483318,N,Y,37.781388,-122.3903525
MLS Listing,,Multi-Family (2-4 Unit),2843 Geary Blvd,San Francisco,CA,94118,2250000,3,3.0,San Francisco,2400,3125,1902,20,938,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/2843-Geary-Blvd-94118/home/22046362,Bridge MLS,40860109,N,Y,37.7818518,-122.4497463
MLS Listing,,Multi-Family (2-4 Unit),3316-3320 Scott St,San Francisco,CA,94123,5000000,6,7.5,Marina,3939,2495,1925,20,1269,,Active,,,http://www.redfin.com/CA/San-Francisco/3316-Scott-St-94123/home/161386112,San Francisco MLS,483306,N,Y,37.8005472,-122.4409966
MLS Listing,,Condo/Co-op,1308 Taylor St,San Francisco,CA,94108,2985000,3,2.5,Nob Hill,1910,,1908,20,1563,395,Active,,,http://www.redfin.com/CA/San-Francisco/1308-Taylor-St-94108/home/105506457,San Francisco MLS,482806,N,Y,37.7945501,-122.4127943
MLS Listing,,Single Family Residential,24 Clarendon Ave,San Francisco,CA,94114,4400000,4,3.5,Clarendon Heights,4437,4168,1956,20,992,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/24-Clarendon-Ave-94114/home/675250,San Francisco MLS,483298,N,Y,37.7590888,-122.4493114
MLS Listing,,Single Family Residential,117 Robinhood Dr,San Francisco,CA,94127,4150000,5,4.5,Sherwood Forest,,8171,1965,20,,,Active,,,http://www.redfin.com/CA/San-Francisco/117-Robinhood-Dr-94127/home/973313,San Francisco MLS,482880,N,Y,37.7369772,-122.4564989
MLS Listing,,Single Family Residential,837 Wisconsin St,San Francisco,CA,94107,3749000,4,3.5,Potrero Hill,,2495,1923,20,,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/837-Wisconsin-St-94107/home/2031913,San Francisco MLS,482763,N,Y,37.7567208,-122.3986535
MLS Listing,,Single Family Residential,215 Avila St,San Francisco,CA,94123,3695000,4,3.0,Marina,2435,2504,1926,20,1517,,Active,,,http://www.redfin.com/CA/San-Francisco/215-Avila-St-94123/home/1475014,San Francisco MLS,482424,N,Y,37.8027942,-122.4410397
MLS Listing,,Condo/Co-op,1333 Jones St #810,San Francisco,CA,94109,3350000,2,2.0,Nob Hill,2318,,1961,20,1445,1920,Active,,,http://www.redfin.com/CA/San-Francisco/1333-Jones-St-94109/unit-810/home/12400126,San Francisco MLS,483303,N,Y,37.793621,-122.4148823
MLS Listing,,Condo/Co-op,338 Main St Unit D9A,SAN FRANCISCO,CA,94105,1990000,2,2.0,SAN FRANCISCO,1379,75406,2016,20,1443,1211,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-D9A/home/161383032,MLSListings,ML81746029,N,Y,37.7888208,-122.3912963
MLS Listing,,Single Family Residential,552 Roosevelt Way,San Francisco,CA,94114,2395000,3,3.0,Corona Heights,2058,1750,1895,20,1164,,Active,,,http://www.redfin.com/CA/San-Francisco/552-Roosevelt-Way-94114/home/1183304,San Francisco MLS,483286,N,Y,37.762663,-122.4447701
MLS Listing,,Vacant Land,2912 Bush,San Francisco,CA,94115,1249000,,,Lower Pacific Height,,4225,,21,,,Active,,,http://www.redfin.com/CA/San-Francisco/2912-Bush-St-94115/home/161376801,San Francisco MLS,483288,N,Y,37.7856975,-122.4456438
MLS Listing,,Single Family Residential,559 Teresita Blvd,San Francisco,CA,94127,1599000,3,3.0,Miraloma Park,2102,2439,1940,21,761,,Active,,,http://www.redfin.com/CA/San-Francisco/559-Teresita-Blvd-94127/home/905479,San Francisco MLS,483041,N,Y,37.7381947,-122.4459497
MLS Listing,,Single Family Residential,632 Sawyer St,San Francisco,CA,94134,899000,4,2.0,Visitacion Valley,1540,2100,1947,22,584,,Active,,,http://www.redfin.com/CA/San-Francisco/632-Sawyer-St-94134/home/1439982,San Francisco MLS,483266,N,Y,37.7092516,-122.4161874
MLS Listing,,Single Family Residential,,San Francisco,CA,94124,975000,2,1.0,Bayview,1500,2495,1941,22,650,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94124/home/1558524,San Francisco MLS,483280,N,Y,37.7312841,-122.3874181
MLS Listing,,Multi-Family (2-4 Unit),625 Central Ave,San Francisco,CA,94117,1999000,,,North Panhandle,2932,2090,1916,23,682,,Active,,,http://www.redfin.com/CA/San-Francisco/625-Central-Ave-94117/home/1555443,San Francisco MLS,483264,N,Y,37.7754441,-122.4449302
MLS Listing,,Multi-Family (2-4 Unit),24-30 Linda St,San Francisco,CA,94110,1788800,4,4.0,Mission Dolores,3120,2108,1910,23,573,,Active,,,http://www.redfin.com/CA/San-Francisco/24-Linda-St-94110/home/2021990,San Francisco MLS,481661,N,Y,37.7610298,-122.4231258
MLS Listing,,Condo/Co-op,38 Bryant St #505,San Francisco,CA,94105,888000,1,1.0,South Beach,722,,1994,23,1230,506,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/38-Bryant-St-94105/unit-505/home/1806781,San Francisco MLS,483190,N,Y,37.7873678,-122.3887949
MLS Listing,,Townhouse,73 Summit Way,SAN FRANCISCO,CA,94132,1495000,3,2.5,SAN FRANCISCO,2024,1544,2015,23,739,300,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/73-Summit-Way-94132/home/109685835,MLSListings,ML81745867,N,Y,37.7149436,-122.4748856
MLS Listing,,Condo/Co-op,733 Front St #507,San Francisco,CA,94111,1395000,1,1.0,Financial District,1122,,2007,23,1243,900,Active,,,http://www.redfin.com/CA/San-Francisco/733-Front-St-94111/unit-507/home/21967052,San Francisco MLS,483177,N,Y,37.798027,-122.4000919
MLS Listing,,Condo/Co-op,451 Donahue St #205,San Francisco,CA,94124,699999,1,1.0,Hunters Point,743,,2016,23,942,457,Active,,,http://www.redfin.com/CA/San-Francisco/451-Donahue-St-94124/unit-205/home/109278395,San Francisco MLS,483198,N,Y,37.7290014,-122.3696392
MLS Listing,,Multi-Family (2-4 Unit),3036-3038 Divisadero St,San Francisco,CA,94123,4995000,4,4.0,Cow Hollow,4440,5301,1924,23,1125,,Active,,,http://www.redfin.com/CA/San-Francisco/3036-Divisadero-St-94123/home/584834,San Francisco MLS,483200,N,Y,37.7977658,-122.4419998
MLS Listing,,Condo/Co-op,99 Rausch St #601,San Francisco,CA,94103,649000,0,1.0,South of Market,417,,,23,1556,520,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-601/home/161112396,San Francisco MLS,483231,N,Y,37.7761989,-122.4090638
MLS Listing,,Condo/Co-op,501 Beale St Unit 1D,San Francisco,CA,94105,698000,1,1.0,South Beach,828,,2006,23,843,983,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-1D/home/8191061,San Francisco MLS,483113,N,Y,37.7862533,-122.3891164
MLS Listing,,Single Family Residential,4374 Cesar Chavez,San Francisco,CA,94131,3495000,4,3.5,Noe Valley,2958,3075,1975,23,1182,,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/4374-Cesar-Chavez-94131/home/1972002,San Francisco MLS,483127,N,Y,37.7471891,-122.4375878
MLS Listing,,Condo/Co-op,823 Cole St,San Francisco,CA,94117,695000,0,1.0,Parnassus/Ashbury Heights,464,,1909,23,1498,200,Active,April-28-2019 02:00 PM,April-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/823-Cole-St-94117/home/1484279,San Francisco MLS,483108,N,Y,37.766297,-122.450355
